title,url,content,clean_text,clean_text_nostop,sentiment_score,sentiment_label
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Gagasan yang paling besar, rencana yang paling besar, kebijakan-kebijakan yang paling baik tidak dilaksanakan di lapangan, gagasan besar itu kandas, rencana terbaik itu tidak tercapai.",saudara saudara gagasan yang paling besar rencana yang paling besar kebijakan kebijakan yang paling baik tidak dilaksanakan di lapangan gagasan besar itu kandas rencana terbaik itu tidak tercapai,saudara saudara gagasan paling besar rencana paling besar kebijakan kebijakan paling baik dilaksanakan lapangan gagasan besar kandas rencana terbaik tidak tercapai,-8,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Karena itu, Saudara-saudara sungguh-sungguh adalah harapan kami.",karena itu saudara saudara sungguh sungguh adalah harapan kami,itu saudara saudara sungguh sungguh harapan,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara,Kalau nanti bertugas, Saudara tidak akan bekerja sendiri.",saudara saudara kalau nanti bertugas saudara tidak akan bekerja sendiri,saudara saudara kalau bertugas saudara akan bekerja sendiri,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Saudara menjadi bagian dari satu tim besar kebangsaan.,saudara menjadi bagian dari satu tim besar kebangsaan,saudara menjadi bagian satu tim besar kebangsaan,-11,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara akan bekerja sama dengan TNI, dengan Polri, dengan Kejaksaan, dengan Pemerintah Daerah, dengan seluruh unsur pemerintahan dan masyarakat.",saudara akan bekerja sama dengan tni dengan polri dengan kejaksaan dengan pemerintah daerah dengan seluruh unsur pemerintahan dan masyarakat,saudara bekerja sama tni polri kejaksaan pemerintah daerah seluruh unsur pemerintahan masyarakat,3,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Saudara harus pandai bergaul.,saudara harus pandai bergaul,saudara pandai bergaul,-7,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara harus pelihara hubungan baik dengan semua unsur, dengan ulama, dengan pengusaha, dengan tokoh masyarakat, dengan tokoh adat.",saudara harus pelihara hubungan baik dengan semua unsur dengan ulama dengan pengusaha dengan tokoh masyarakat dengan tokoh adat,saudara pelihara hubungan baik semua unsur ulama pengusaha tokoh masyarakat tokoh adat,2,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Saudara tidak boleh sekali-sekali menjadi pemimpin yang sombong.,saudara tidak boleh sekali sekali menjadi pemimpin yang sombong,saudara boleh sekali sekali menjadi pemimpin sombong,-3,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Bangunlah kerja sama.,bangunlah kerja sama,bangunlah kerja sama,5,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Kerja sama adalah kunci dari keberhasilan.,kerja sama adalah kunci dari keberhasilan,kerja sama kunci keberhasilan,8,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara harus saling menghormati, saling mendukung, dan saling memperkuat.",saudara harus saling menghormati saling mendukung dan saling memperkuat,saudara saling menghormati saling mendukung saling memperkuat,3,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saya percaya bahwa lulusan IPDN Angkatan XXXIII Tahun 2026 adalah putra-putri terbaik bangsa, yang memiliki semangat pengabdian, disiplin, keberanian, dan integritas.",saya percaya bahwa lulusan ipdn angkatan xxxiii tahun adalah putra putri terbaik bangsa yang memiliki semangat pengabdian disiplin keberanian dan integritas,percaya lulusan ipdn angkatan xxxiii tahun putra putri terbaik bangsa memiliki semangat pengabdian disiplin keberanian integritas,4,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saya, sebelum naik podium, saya dapat laporan dari Menteri Dalam Negeri, “Bapak Presiden, sepuluh lulusan terbaik dari angkatan ini semuanya berasal dari keluarga yang sangat sederhana.” Ini, tadi saya disampaikan, ada yang anaknya buruh, ada anak tani, ada ya, kalau dari TNI, anak bintara.",saya sebelum naik podium saya dapat laporan dari menteri dalam negeri bapak presiden sepuluh lulusan terbaik dari angkatan ini semuanya berasal dari keluarga yang sangat sederhana ini tadi saya disampaikan ada yang anaknya buruh ada anak tani ada ya kalau dari tni anak bintara,sebelum naik podium dapat laporan menteri negeri bapak presiden sepuluh lulusan terbaik angkatan semuanya berasal keluarga sangat sederhana tadi disampaikan yang anaknya buruh anak tani ya kalau tni anak bintara,-30,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Ini membuktikan bahwa seleksi IPDN yang dijalankan oleh Kementerian Dalam Negeri berhasil.,ini membuktikan bahwa seleksi ipdn yang dijalankan oleh kementerian dalam negeri berhasil,membuktikan seleksi ipdn dijalankan kementerian negeri berhasil,-1,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Kita inginkan seleksinya benar.,kita inginkan seleksinya benar,inginkan seleksinya benar,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Putra-putri terbaik bangsa anak siapa pun.,putra putri terbaik bangsa anak siapa pun,putra putri terbaik bangsa anak siapa,0,netral
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Ini membuktikan NKRI berhasil.,ini membuktikan nkri berhasil,membuktikan nkri berhasil,-1,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Kalau anak buruh harian bisa lulus menjadi pamong praja, siapa tahu suatu saat dia akan menjadi pemimpin yang hebat.",kalau anak buruh harian bisa lulus menjadi pamong praja siapa tahu suatu saat dia akan menjadi pemimpin yang hebat,kalau anak buruh harian lulus menjadi pamong praja siapa tahu suatu dia menjadi pemimpin hebat,-8,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Ini membuktikan bahwa NKRI berhasil, bahwa Pancasila itu benar.",ini membuktikan bahwa nkri berhasil bahwa pancasila itu benar,membuktikan nkri berhasil pancasila benar,-5,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"NKRI dan Pancasila harus menjadi negara dipimpin oleh mereka-mereka yang terbaik, mereka-mereka yang berprestasi, meritokrasi.",nkri dan pancasila harus menjadi negara dipimpin oleh mereka mereka yang terbaik mereka mereka yang berprestasi meritokrasi,nkri pancasila menjadi negara dipimpin terbaik mereka mereka yang berprestasi meritokrasi,0,netral
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Mereka yang berprestasi, silakan maju, maju.",mereka yang berprestasi silakan maju maju,yang berprestasi silakan maju maju,-4,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Ini membanggakan hati saya, Saudara-saudara sekalian.",ini membanggakan hati saya saudara saudara sekalian,membanggakan hati saudara saudara sekalian,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Akhirnya, saya berpesan beberapa hal.",akhirnya saya berpesan beberapa hal,akhirnya berpesan beberapa,0,netral
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Selalu cintai tanah air kita, selalu cintai rakyat kita.",selalu cintai tanah air kita selalu cintai rakyat kita,selalu cintai tanah air selalu cintai rakyat,7,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Saudara-saudara adalah anak kandung rakyat.,saudara saudara adalah anak kandung rakyat,saudara saudara anak kandung rakyat,-3,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Setialah kepada semua rakyat kita, seolah-olah semua rakyat itu adalah orang tuamu.",setialah kepada semua rakyat kita seolah olah semua rakyat itu adalah orang tuamu,setialah semua rakyat seolah olah semua rakyat adalah orang tuamu,-6,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Pegang teguh Pancasila.,pegang teguh pancasila,pegang teguh pancasila,-2,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Jangan punya kesetiaan sempit.,jangan punya kesetiaan sempit,jangan punya kesetiaan sempit,-1,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Negara kita besar, banyak suku, banyak agama, banyak ras, banyak kelompok etnis, semua satu keluarga.",negara kita besar banyak suku banyak agama banyak ras banyak kelompok etnis semua satu keluarga,negara besar banyak suku banyak agama banyak ras banyak kelompok etnis semua satu keluarga,-29,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Semua suku adalah saudaramu, semua agama adalah saudaramu, semua ras adalah saudaramu, semua kelompok etnis adalah saudaramu.",semua suku adalah saudaramu semua agama adalah saudaramu semua ras adalah saudaramu semua kelompok etnis adalah saudaramu,semua suku saudaramu semua agama saudaramu semua ras saudaramu semua kelompok etnis saudaramu,-20,negatif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Saudara-saudara sekalian,Pegang teguh Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.",saudara saudara sekalian pegang teguh undang undang dasar negara republik indonesia tahun,saudara saudara sekalian pegang teguh undang undang dasar negara republik indonesia tahun,2,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,Undang-Undang Dasar 1945 lahir dari pendiri-pendiri bangsa yang mengalami penjajahan ratusan tahun.,undang undang dasar lahir dari pendiri pendiri bangsa yang mengalami penjajahan ratusan tahun,undang undang dasar lahir pendiri pendiri bangsa mengalami penjajahan ratusan tahun,4,positif
Amanat Presiden selaku Inspektur Upacara pada Pelantikan Pamong Praja Angkatan XXXIII Institut Pemerintahan Dalam Negeri (IPDN) Tahun 2026,https://www.setneg.go.id/baca/index/amanat_presiden_selaku_inspektur_upacara_pada_pelantikan_pamong_praja_angkatan_xxxiii_institut_pemerintahan_dalam_negeri_ipdn_tahun_2026,"Karena itu, Undang-Undang Dasar Negara kita, yaitu Undang-Undang Dasar 1945, itu adalah murni suara kemerdekaan, murni suara cita-cita pendiri bangsa kita.",karena itu undang undang dasar negara kita yaitu undang undang dasar itu adalah murni suara kemerdekaan murni suara cita cita pendiri bangsa kita,undang undang dasar negara yaitu undang undang dasar itu adalah murni suara kemerdekaan murni suara cita cita pendiri bangsa,4,positif
