title,url,content,clean_text,clean_text_nostop,sentiment_score,sentiment_label
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Satu per sekolah, tahun lalu sudah kita bagikan.",satu per sekolah tahun lalu sudah kita bagikan,satu per sekolah tahun lalu kita bagikan,5,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Tahun ini kita akan tambah, tiga kelas per sekolah.",tahun ini kita akan tambah tiga kelas per sekolah,tahun kita tambah tiga kelas per sekolah,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saya harapkan di akhir 2026 akan sudah tersampaikan, terkirim kurang lebih tambahan 700.000 panel pintar atausmart digital paneldi seluruh sekolah Indonesia akhir Desember 2026 atau semester pertama 2027.",saya harapkan di akhir akan sudah tersampaikan terkirim kurang lebih tambahan panel pintar atausmart digital paneldi seluruh sekolah indonesia akhir desember atau semester pertama,harapkan akhir sudah tersampaikan terkirim kurang lebih tambahan panel pintar atausmart digital paneldi seluruh sekolah indonesia akhir desember semester pertama,4,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Apa artinya ini?,apa artinya ini,apa artinya,-3,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Artinya, bahwa anak-anak kita dan guru-guru kita di seluruh Indonesia punya akses untuk materi pembelajaran terbaik.",artinya bahwa anak anak kita dan guru guru kita di seluruh indonesia punya akses untuk materi pembelajaran terbaik,artinya anak anak dan guru guru di seluruh indonesia punya akses materi pembelajaran terbaik,10,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Baru saja kita dapat berita bagus dari PBB, ya,International Telecommunication Unionmemberi penghargaan tertinggi kepada kita, Indonesia, dari 122 negara, ya, dalam kategorie-governmentdan kategori digitalisasi pendidikan, bahwa kita punyaappsyang dilaksanakan oleh Menteri Dikdasmen, ya, Kementerian Dikdasmen, Rumah Pendidikan, portal interintegrasi denganinteractive flat panelyang kita bagikan, telah digunakan oleh lebih dari 6,9 juta pengguna, menyediakan 4.843 sumber belajar gratis, dan membantu ratusan ribu guru di daerah tertinggal, terdepan, dan terluar.",baru saja kita dapat berita bagus dari pbb ya international telecommunication unionmemberi penghargaan tertinggi kepada kita indonesia dari negara ya dalam kategorie governmentdan kategori digitalisasi pendidikan bahwa kita punyaappsyang dilaksanakan oleh menteri dikdasmen ya kementerian dikdasmen rumah pendidikan portal interintegrasi denganinteractive flat panelyang kita bagikan telah digunakan oleh lebih dari juta pengguna menyediakan sumber belajar gratis dan membantu ratusan ribu guru di daerah tertinggal terdepan dan terluar,baru berita bagus pbb international telecommunication unionmemberi penghargaan tertinggi kita indonesia negara dalam kategorie governmentdan kategori digitalisasi pendidikan kita punyaappsyang dilaksanakan menteri dikdasmen kementerian dikdasmen rumah pendidikan portal interintegrasi denganinteractive flat panelyang kita bagikan digunakan lebih juta pengguna menyediakan sumber belajar gratis membantu ratusan ribu guru daerah tertinggal terdepan terluar,14,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Penghargaan dari PBB ini membuktikan digitalisasi pendidikan kita diakui dunia.,penghargaan dari pbb ini membuktikan digitalisasi pendidikan kita diakui dunia,penghargaan pbb membuktikan digitalisasi pendidikan diakui dunia,-2,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita melompat.,kita melompat,melompat,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Kita melompat, Saudara-saudara.",kita melompat saudara saudara,melompat saudara saudara,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Kita tidak cepat puas, perjalanan masih jauh.",kita tidak cepat puas perjalanan masih jauh,tidak cepat puas perjalanan jauh,-9,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Tapi, kita ingin memperbaiki semua sekolah kita.",tapi kita ingin memperbaiki semua sekolah kita,memperbaiki semua sekolah kita,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Tahun ini kita akan selesai 77 ribu sekolah renovasi, tahun depan target kita 100 ribu, tahun 2028 100 ribu.",tahun ini kita akan selesai ribu sekolah renovasi tahun depan target kita ribu tahun ribu,tahun selesai ribu sekolah renovasi tahun depan target kita ribu tahun ribu,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Kita berharap di 2029, seluruh sekolah Indonesia sudah direnovasi.",kita berharap di seluruh sekolah indonesia sudah direnovasi,berharap seluruh sekolah indonesia direnovasi,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Seluruh sekolah di Indonesia sudah direnovasi.,seluruh sekolah di indonesia sudah direnovasi,seluruh sekolah indonesia direnovasi,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Dan, uangnya, uangnya kita akan kirim langsung ke kepala sekolah, diawasi oleh komite orang tua, komite guru, dan sebagainya.",dan uangnya uangnya kita akan kirim langsung ke kepala sekolah diawasi oleh komite orang tua komite guru dan sebagainya,uangnya uangnya akan kirim langsung kepala sekolah diawasi komite orang tua komite guru sebagainya,7,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Dan, ternyata hasilnya sangat baik.",dan ternyata hasilnya sangat baik,ternyata hasilnya sangat baik,-6,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Kalau tidak salah, ya, Menteri Mendikdasmen, ada di sini?",kalau tidak salah ya menteri mendikdasmen ada di sini,kalau salah menteri mendikdasmen di sini,-5,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Ya.,ya,,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Umpan balik yang Saudara terima cukup bagus?,umpan balik yang saudara terima cukup bagus,umpan balik saudara terima cukup bagus,-13,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Baik.,baik,baik,-1,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Terima kasih.,terima kasih,terima kasih,1,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara,Digitalisasi pemerintahan mutlak harus kita lakukan.",saudara saudara digitalisasi pemerintahan mutlak harus kita lakukan,saudara saudara digitalisasi pemerintahan mutlak kita lakukan,-3,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak boleh mempunyai puluhan aplikasi yang tidak saling berbicara.,kita tidak boleh mempunyai puluhan aplikasi yang tidak saling berbicara,tidak mempunyai puluhan aplikasi tidak saling berbicara,-13,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak boleh meminta rakyat berkali-kali memasukkan data yang sama.,kita tidak boleh meminta rakyat berkali kali memasukkan data yang sama,tidak meminta rakyat berkali kali memasukkan data sama,-4,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak boleh membiarkan rakyat mengeluarkan uang hanya untuk membuktikan bahwa dirinya miskin.,kita tidak boleh membiarkan rakyat mengeluarkan uang hanya untuk membuktikan bahwa dirinya miskin,tidak membiarkan rakyat mengeluarkan uang untuk membuktikan dirinya miskin,-17,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saat ini dari laporan Dewan Ekonomi Nasional, digitalisasi program bantuan sosial telah dijalankan di 43 kabupaten dan kota pada 26 provinsi.",saat ini dari laporan dewan ekonomi nasional digitalisasi program bantuan sosial telah dijalankan di kabupaten dan kota pada provinsi,ini laporan dewan ekonomi nasional digitalisasi program bantuan sosial dijalankan kabupaten kota provinsi,-5,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Sudah sekitar 1 juta keluarga terdaftar dari target 12,5 juta keluarga.",sudah sekitar juta keluarga terdaftar dari target juta keluarga,sekitar juta keluarga terdaftar target juta keluarga,-1,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Sebelumnya untuk mengurus berbagai dokumen dan mendaftar bantuan, sebuah keluarga dapat mengeluarkan biaya sekitar Rp150.000.",sebelumnya untuk mengurus berbagai dokumen dan mendaftar bantuan sebuah keluarga dapat mengeluarkan biaya sekitar rp,sebelumnya mengurus berbagai dokumen mendaftar bantuan sebuah keluarga mengeluarkan biaya rp,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Sekarang, proses itu dapat dilakukan secara gratis.",sekarang proses itu dapat dilakukan secara gratis,sekarang proses dapat dilakukan gratis,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Ini manfaat langsung dari digitalisasi.,ini manfaat langsung dari digitalisasi,manfaat langsung digitalisasi,8,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Tapi tentunya kita harus melangkah lebih jauh.,tapi tentunya kita harus melangkah lebih jauh,tentunya harus melangkah lebih jauh,-8,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Data sosial, data kependudukan, data pendidikan, data kesehatan, data pekerjaan, data perumahan, data penerima bantuan harus terintegrasi dengan perlindungan keamanan yang kuat.",data sosial data kependudukan data pendidikan data kesehatan data pekerjaan data perumahan data penerima bantuan harus terintegrasi dengan perlindungan keamanan yang kuat,data sosial data kependudukan data pendidikan data kesehatan data pekerjaan data perumahan data penerima bantuan terintegrasi perlindungan keamanan kuat,-15,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Jangan sampai ada orang mampu menerima bantuan karena datanya tidak diperbaharui.,jangan sampai ada orang mampu menerima bantuan karena datanya tidak diperbaharui,jangan ada orang mampu menerima bantuan datanya diperbaharui,-7,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Jangan sampai ada keluarga miskin tidak menerima bantuan hanya karena tidak mengenal pejabat atau tidak memahami birokrasi.,jangan sampai ada keluarga miskin tidak menerima bantuan hanya karena tidak mengenal pejabat atau tidak memahami birokrasi,jangan ada keluarga miskin menerima bantuan karena mengenal pejabat tidak memahami birokrasi,-18,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Kalau sistem kita akurat, target nol persen kemiskinan ekstrem menjadi jauh lebih mungkin kita capai.",kalau sistem kita akurat target nol persen kemiskinan ekstrem menjadi jauh lebih mungkin kita capai,kalau sistem akurat target nol persen kemiskinan ekstrem menjadi jauh lebih mungkin capai,-19,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita juga telah menghadirkan mal pelayanan publik di 313 kabupaten dan kota.,kita juga telah menghadirkan mal pelayanan publik di kabupaten dan kota,juga menghadirkan mal pelayanan publik kabupaten kota,2,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Dalam satu tempat, masyarakat dapat mengakses sampai dengan 150 jenis pelayanan.",dalam satu tempat masyarakat dapat mengakses sampai dengan jenis pelayanan,satu tempat masyarakat mengakses dengan jenis pelayanan,-1,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Ini kemajuan.,ini kemajuan,kemajuan,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Tapi, seluruh pelayanan yang memungkinkan harus tersedia secara digital.",tapi seluruh pelayanan yang memungkinkan harus tersedia secara digital,seluruh pelayanan memungkinkan tersedia digital,7,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Rakyat tidak perlu mengantre berjam-jam.,rakyat tidak perlu mengantre berjam jam,rakyat perlu mengantre berjam jam,2,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Rakyat tidak perlu berpindah dari kantor ke kantor.,rakyat tidak perlu berpindah dari kantor ke kantor,rakyat perlu berpindah kantor kantor,2,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Pemerintah harus datang kepada rakyat melalui teknologi.,pemerintah harus datang kepada rakyat melalui teknologi,pemerintah datang rakyat melalui teknologi,-1,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Saya ingin Indonesia memiliki pemerintahan digital kelas dunia.,saya ingin indonesia memiliki pemerintahan digital kelas dunia,ingin indonesia memiliki pemerintahan digital kelas dunia,-5,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara sekalian,Dalam buku yang sudah dibagi kepada Saudara-saudara, ya, telah dicatat 108 masalah kronis bangsa yang kita pecahkan melalui berbagai keputusan pada 18 bulan pertama pemerintahan.",saudara saudara sekalian dalam buku yang sudah dibagi kepada saudara saudara ya telah dicatat masalah kronis bangsa yang kita pecahkan melalui berbagai keputusan pada bulan pertama pemerintahan,saudara saudara sekalian buku sudah dibagi saudara saudara telah dicatat masalah kronis bangsa kita pecahkan melalui berbagai keputusan bulan pertama pemerintahan,-2,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Sekarang pemerintahan kita telah berjalan 20 bulan, tentu sudah lebih banyak lagi persoalan yang kita selesaikan.",sekarang pemerintahan kita telah berjalan bulan tentu sudah lebih banyak lagi persoalan yang kita selesaikan,sekarang pemerintahan telah berjalan bulan sudah lebih banyak persoalan kita selesaikan,-8,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita telah mencapai prestasi-prestasi yang sudah saya singgung tadi.,kita telah mencapai prestasi prestasi yang sudah saya singgung tadi,telah mencapai prestasi prestasi sudah singgung tadi,-7,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara,Salah satu juga yang kita telah berhasil adalah mendirikan bank emas.",saudara saudara salah satu juga yang kita telah berhasil adalah mendirikan bank emas,saudara saudara salah satu yang telah berhasil mendirikan bank emas,-7,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Untuk pertama kali dalam sejarah Republik Indonesia, Indonesia punya bank emas (bullion), yang sekarang sudah mengelola 153 ton emas, sudah mengelola.",untuk pertama kali dalam sejarah republik indonesia indonesia punya bank emas bullion yang sekarang sudah mengelola ton emas sudah mengelola,pertama kali sejarah republik indonesia indonesia punya bank emas bullion sekarang mengelola ton emas mengelola,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Dan 153 ton emas ini nilainya berapa, Pak Rosan?",dan ton emas ini nilainya berapa pak rosan,ton emas nilainya berapa pak rosan,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,20 miliar Dolar.,miliar dolar,miliar dolar,0,netral
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Jadi, dalam satu tahun, bank yang kita dirikan satu tahun yang lalu, sekarang sudah mengelola emas senilai 20 miliar Dolar.",jadi dalam satu tahun bank yang kita dirikan satu tahun yang lalu sekarang sudah mengelola emas senilai miliar dolar,jadi satu tahun bank kita dirikan satu tahun lalu sekarang mengelola emas senilai miliar dolar,-1,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Ini juga kekuatan ekonomi yang dilihat oleh dunia juga, dan saya percaya di tahun-tahun mendatang ini akan juga meningkat.",ini juga kekuatan ekonomi yang dilihat oleh dunia juga dan saya percaya di tahun tahun mendatang ini akan juga meningkat,kekuatan ekonomi dilihat dunia dan percaya tahun tahun mendatang akan juga meningkat,3,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Jadi, kita ternyata diam-diam, kita telah mencapai prestasi-prestasi yang berskala dunia.",jadi kita ternyata diam diam kita telah mencapai prestasi prestasi yang berskala dunia,jadi ternyata diam diam telah mencapai prestasi prestasi berskala dunia,-10,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saya kira boleh dicek bank mana, bank emas mana yang memiliki 153, yang mengelola 153 ton emas dalam satu tahun.",saya kira boleh dicek bank mana bank emas mana yang memiliki yang mengelola ton emas dalam satu tahun,kira dicek bank mana bank emas mana memiliki mengelola ton emas satu tahun,-3,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara,Gaji hakim yang telah 12 tahun tidak naik, kita telah naikkan.",saudara saudara gaji hakim yang telah tahun tidak naik kita telah naikkan,saudara saudara gaji hakim telah tahun naik telah naikkan,2,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Untuk beberapa jenjang, naiknya hampir 300 persen, 280 persen.",untuk beberapa jenjang naiknya hampir persen persen,beberapa jenjang naiknya hampir persen persen,4,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Sudah saya umumkan kemarin, Ketua Mahkamah Agung melapor ke saya, bahwa Ketua Mahkamah Agung Singapura cerita kepada dia, Ketua Mahkamah Agung Indonesia, bahwa gaji, apa, penerimaan Ketua Mahkamah Agung Indonesia sudah di atas Ketua Mahkamah Agung Singapura.",sudah saya umumkan kemarin ketua mahkamah agung melapor ke saya bahwa ketua mahkamah agung singapura cerita kepada dia ketua mahkamah agung indonesia bahwa gaji apa penerimaan ketua mahkamah agung indonesia sudah di atas ketua mahkamah agung singapura,saya umumkan kemarin ketua mahkamah agung melapor saya ketua mahkamah agung singapura cerita dia ketua mahkamah agung indonesia gaji apa penerimaan ketua mahkamah agung indonesia di atas ketua mahkamah agung singapura,-35,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Dan juga, gaji rata-rata hakim Indonesia yang paling junior, sudah di atas gaji rata-rata hakim junior Malaysia.",dan juga gaji rata rata hakim indonesia yang paling junior sudah di atas gaji rata rata hakim junior malaysia,juga gaji rata rata hakim indonesia paling junior di atas gaji rata rata hakim junior malaysia,-28,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Lumayan, kan.",lumayan kan,lumayan kan,-2,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita ingin hakim-hakim kita hidup baik.,kita ingin hakim hakim kita hidup baik,ingin hakim hakim hidup baik,-5,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saya juga perintahkan, ya, Menteri Perumahan, prioritaskan rumah-rumah untuk hakim di seluruh Indonesia.",saya juga perintahkan ya menteri perumahan prioritaskan rumah rumah untuk hakim di seluruh indonesia,juga perintahkan menteri perumahan prioritaskan rumah rumah hakim seluruh indonesia,6,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Hakim, panitera, dan petugas mahkamah saya kira tidak sampai sembilan ribu orang.",hakim panitera dan petugas mahkamah saya kira tidak sampai sembilan ribu orang,hakim panitera petugas mahkamah kira sampai sembilan ribu orang,-12,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Jadi bisa diprioritaskan, ya, perumahan untuk mereka.",jadi bisa diprioritaskan ya perumahan untuk mereka,jadi diprioritaskan perumahan mereka,-2,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak mau hakim kita hidupnya tidak bagus.,kita tidak mau hakim kita hidupnya tidak bagus,mau hakim hidupnya tidak bagus,-10,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak mau hakim kita tidak punya harga diri.,kita tidak mau hakim kita tidak punya harga diri,tidak mau hakim tidak punya harga diri,-6,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak mau hakim kita tidak punya kehormatan.,kita tidak mau hakim kita tidak punya kehormatan,tidak mau hakim tidak punya kehormatan,-3,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita tidak mau hakim kita bisa disogok.,kita tidak mau hakim kita bisa disogok,tidak mau hakim bisa disogok,-6,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara,Kredit macet UMKM yang selama belasan tahun telah menghambat para pengusaha kecil kita untuk meneruskan pekerjaan dan usaha mereka, kita telah selesaikan sejak November 2024.",saudara saudara kredit macet umkm yang selama belasan tahun telah menghambat para pengusaha kecil kita untuk meneruskan pekerjaan dan usaha mereka kita telah selesaikan sejak november,saudara saudara kredit macet umkm selama belasan tahun menghambat pengusaha kecil untuk meneruskan pekerjaan usaha kita selesaikan sejak november,-7,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Kita telah beri pengampunan ke mereka.,kita telah beri pengampunan ke mereka,telah beri pengampunan mereka,-2,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Juga mulai dari sampai dengan Juli 2026, dari lima ribu jembatan desa yang sangat diminta oleh rakyat desa, lima ribu, kita sudah selesaikan seribu.",juga mulai dari sampai dengan juli dari lima ribu jembatan desa yang sangat diminta oleh rakyat desa lima ribu kita sudah selesaikan seribu,mulai sampai juli lima ribu jembatan desa sangat diminta rakyat desa lima ribu sudah selesaikan seribu,-14,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Seribu [jembatan] sudah dibangun dan sisanya bisa selesai dalam waktu dekat.,seribu jembatan sudah dibangun dan sisanya bisa selesai dalam waktu dekat,seribu jembatan dibangun sisanya selesai waktu dekat,-12,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Akhir tahun 2026, kira-kira berapa, Kepala Staf Angkatan Darat sebagai Ketua Satgas?",akhir tahun kira kira berapa kepala staf angkatan darat sebagai ketua satgas,akhir tahun kira kira berapa kepala staf angkatan darat ketua satgas,-12,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Lima ribu akan selesai 2026.,lima ribu akan selesai,lima ribu selesai,-4,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Bagus.,bagus,bagus,-4,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,Terima kasih.,terima kasih,terima kasih,1,positif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Saudara-saudara,Kita sudah membangun 100 Kampung Nelayan Merah Putih.",saudara saudara kita sudah membangun kampung nelayan merah putih,saudara saudara sudah membangun kampung nelayan merah putih,-9,negatif
Taklimat Presiden pada Sidang Kabinet Paripurna,https://www.setneg.go.id/baca/index/taklimat_presiden_pada_sidang_kabinet_paripurna,"Target kita akhir tahun, lebih dari seribu Kampung Nelayan Merah Putih harus beroperasi.",target kita akhir tahun lebih dari seribu kampung nelayan merah putih harus beroperasi,target akhir tahun lebih seribu kampung nelayan merah putih beroperasi,-10,negatif
